Date,Username,User tag,Content,Mentions,link
"2025-10-13,12:14:22",shyahaltyo,#0,lil problem,,
"2025-10-13,13:12:11",spicylemon._.,#0,Yes,shyahaltyo#0,
"2025-10-13,13:12:38",shyahaltyo,#0,fire,,
"2025-10-13,13:12:41",spicylemon._.,#0,"*flippy sign, which is not much of an issue",,
"2025-10-13,13:12:49",spicylemon._.,#0,Mb 💀,,
"2025-10-13,13:13:02",shyahaltyo,#0,the flippy sign does matter tho 🐍 🐍 🐍,,
"2025-10-13,13:13:07",spicylemon._.,#0,Yeah it does,,
"2025-10-13,13:13:14",spicylemon._.,#0,I used it,,
"2025-10-13,13:13:15",shyahaltyo,#0,lije compression increaseds by 20kN or sth,,
"2025-10-13,13:13:19",shyahaltyo,#0,ok ok ok,,
"2025-10-13,13:13:19",spicylemon._.,#0,Yes yes,,
"2025-10-13,13:13:37",shyahaltyo,#0,mannn i hated that assignment,,
"2025-10-13,13:13:41",shyahaltyo,#0,😭 😭 😭,,
"2025-10-13,13:13:53",shyahaltyo,#0,it was so vague and confusing and long,,
"2025-10-13,13:14:27",spicylemon._.,#0,I only did q1,,
"2025-10-13,13:14:35",spicylemon._.,#0,In previous years they had to grind out the whole pset every week,,
"2025-10-13,13:15:06",spicylemon._.,#0,But i was told not doing all the problems will destroy your exam mark so,,
"2025-10-13,13:15:16",shyahaltyo,#0,me too 😭 😭,,
"2025-10-13,13:15:17",spicylemon._.,#0,I might be cooked,,
"2025-10-13,13:15:25",shyahaltyo,#0,i was gonna do more on the weekend,,
"2025-10-13,13:15:26",shyahaltyo,#0,but,,
"2025-10-13,13:15:43",shyahaltyo,#0,i had scrims ggs,,
"2025-10-13,13:15:49",shyahaltyo,#0,and work...,,
"2025-10-13,13:15:57",shyahaltyo,#0,w*rk 🐍 🐍 🐍,,
"2025-10-13,13:16:04",shyahaltyo,#0,like q1 took so much time bruh,,
"2025-10-13,15:38:18",.gharib,#0,our questions are infinitely harder then what we had,spicylemon._.#0,
"2025-10-13,15:38:23",.gharib,#0,they just combine a billion things into one,,
"2025-10-13,16:50:21",.laaarry_,#0,indeed,spicylemon._.#0,
"2025-10-13,16:58:51",spicylemon._.,#0,you phrased it a bit differently,,
"2025-10-14,07:59:22",he_who_is_not_to_be_named,#0,Our exam was literally just nonstop spamming formulas and calculations,,
"2025-10-14,07:59:40",he_who_is_not_to_be_named,#0,Basically like 5-6 quizzes stacked one after another,,
"2025-10-14,10:13:05",mirageiiirz,#0,exam was fun,,
"2025-10-14,10:13:22",alanwang981,#0,meow,,
"2025-10-14,10:13:41",mirageiiirz,#0,”fill in this 10x8 spreadsheet and fill in this other 10x8 spreadsheet for 33 marks”,,
"2025-10-16,18:38:53",spicylemon._.,#0,Anyone have notes from their civ practical,,
"2025-10-16,18:39:04",spicylemon._.,#0,The tuesday and friday ones coincide with my other ones,,
"2025-10-17,01:17:15",german_airframe,#0,,mirageiiirz#0,https://cdn.discordapp.com/attachments/1412130655235604512/1428612807070453831/Drills_1-3-1.png?ex=690a351b&is=6908e39b&hm=a0dca707c66a3ceedbe034ed5d496c9ede13239be6d9093cbbcfac94a7c476dd&
"2025-10-17,08:35:37",.laaarry_,#0,virtual work be like 😭,,
"2025-10-17,09:54:35",german_airframe,#0,no fr i hate virtual work,,
"2025-10-18,00:28:50",alanwang981,#0,"updated answers for civ
a) 21.7mm
b) 3.81Hz
c) 2.08
d) 121.6kN; not safe under both buckle and yield
e) 33.0mm",,
"2025-10-18,00:43:40",luyu_wu,#0,eeeh i wrote that it isnt at risk of yielding/buckling but is within the safety factor 👀,,
"2025-10-18,00:43:43",luyu_wu,#0,too lazy to change,,
"2025-10-18,00:43:49",luyu_wu,#0,english seems hard,,
"2025-10-18,00:44:45",alanwang981,#0,not safe :(,luyu_wu#0,
"2025-10-18,00:44:46",alanwang981,#0,smh,,
"2025-10-18,00:49:01",luyu_wu,#0,not sure exactly what asking for 👀,,https://cdn.discordapp.com/attachments/1412130655235604512/1428968088287580220/image.png?ex=690a2e7d&is=6908dcfd&hm=129bfab5967978ec26d59dd9ac322f036d1ce2781eb30b120b41a2a4ca826649&
"2025-10-18,00:49:09",luyu_wu,#0,oh well i dont think they will take off mark leh,,
"2025-10-18,00:49:12",luyu_wu,#0,https://tenor.com/view/smile-gif-16028248189944099932,,
"2025-10-20,00:17:22",bear_real,#0,Is this the spirit of math drills sheet 😭,german_airframe#0,
"2025-10-20,12:34:05",german_airframe,#0,yeah,bear_real#0,
"2025-10-20,23:20:00",draco_lactens,#0,i got 0.027m for part a and i need help figuring out why,,
"2025-10-20,23:21:36",alanwang981,#0,,,https://cdn.discordapp.com/attachments/1412130655235604512/1430033255159169175/image.png?ex=690ac2c0&is=69097140&hm=8cb4a54f8fb092505b25f326558db944692effc1db124e15f2116223f49ff81a&
"2025-10-20,23:24:37",draco_lactens,#0,oh i see the problem now thanks so much,,
"2025-10-20,23:30:25",minecartrider,#0,,,https://cdn.discordapp.com/attachments/1412130655235604512/1430035472800813157/image.png?ex=690ac4d1&is=69097351&hm=0b08e5c301741b1a9ca501a835299222a487f6b6e8c8ed4d9676900f19bff0ae&
"2025-10-20,23:30:32",minecartrider,#0,can someone explain why i got 25.4 for safe P,,
"2025-10-20,23:30:38",minecartrider,#0,aint no way the normal bridge not safe,,
"2025-10-20,23:32:14",draco_lactens,#0,f now it's 0.020,,
"2025-10-20,23:34:27",minecartrider,#0,aint no way,,
"2025-10-20,23:34:34",minecartrider,#0,i mean,draco_lactens#0,
"2025-10-20,23:34:40",minecartrider,#0,that kinda feels like a rounding error,,
"2025-10-20,23:34:48",minecartrider,#0,the one i got is 21.7mm so,,
"2025-10-20,23:37:31",draco_lactens,#0,that was not a rounding error bro that's like 30% off,minecartrider#0,
"2025-10-20,23:37:50",minecartrider,#0,21.7/20 = 8.5%,draco_lactens#0,
"2025-10-20,23:37:50",draco_lactens,#0,i figured out why but im struggling to see how DF* is not -0..75 kN,,
"2025-10-20,23:37:53",minecartrider,#0,you'll be ok,,
"2025-10-20,23:37:59",draco_lactens,#0,oh yes that one is close,minecartrider#0,
"2025-10-20,23:38:11",minecartrider,#0,its 1.5 i think,draco_lactens#0,
"2025-10-20,23:38:17",draco_lactens,#0,WHY,,
"2025-10-20,23:38:21",minecartrider,#0,uh,,
"2025-10-20,23:38:24",minecartrider,#0,lemme see your FBD,,
"2025-10-20,23:38:47",draco_lactens,#0,i don't have a FBD 😅,,
"2025-10-20,23:39:23",draco_lactens,#0,everything else is the same as Alan's,,
"2025-10-20,23:40:39",draco_lactens,#0,oh sht i think i messe dup the signs,,
"2025-10-20,23:42:40",draco_lactens,#0,bruh i wrote BC instead of CD,,
"2025-10-20,23:42:51",draco_lactens,#0,ok now it's right,,
"2025-10-20,23:42:57",draco_lactens,#0,but i feel like i don't have enuf time,,
"2025-10-20,23:56:37",minecartrider,#0,lets go,,
"2025-10-20,23:56:40",minecartrider,#0,3 min b4 deadline,,
"2025-10-20,23:56:44",minecartrider,#0,im goated,,
"2025-10-21,00:00:28",draco_lactens,#0,ggs im taking that big fat 10%,,
"2025-10-24,23:31:18",alanwang981,#0,me when I’m at the dinner dance and receive a dm:,,https://cdn.discordapp.com/attachments/1412130655235604512/1431485246842339359/IMG_0236.png?ex=690ac506&is=69097386&hm=20552b710ce73b9a0f774ad19e8d57e4046df082b0797ffd60d1ef01e08a17c9&
"2025-10-24,23:43:44",luyu_wu,#0,bro did not finish the civ assignment yet 🙂‍↔️,,
"2025-10-25,18:27:02",emelie_ee,#0,bro cant catch a break 😭,alanwang981#0,
"2025-10-25,19:03:21",mirageiiirz,#0,Something something pavlov,,
"2025-10-25,19:03:35",german_airframe,#0,Me when I don't go to dinner dance,,
"2025-10-25,19:46:29",mirageiiirz,#0,me when coding an AI air traffic controller for hackathon,,
"2025-10-25,20:05:57",spicylemon._.,#0,Am i stupid or did bentz and junyan tell us to calculate the avg distance to different points for the MAT2,,
"2025-10-25,20:10:59",spicylemon._.,#0,Yes i am they're the same,,
"2025-10-25,20:49:16",awesomepantsyeah,#0,holy nerd,mirageiiirz#0,
"2025-10-26,11:34:53",alanwang981,#0,guys don’t be too locked in on the go train,,
"2025-10-26,11:35:01",alanwang981,#0,or you will miss your stop 💀,,
"2025-10-26,11:35:25",alanwang981,#0,I just missed my stop for the first time in my life of taking public transit,,
"2025-10-26,11:35:33",alanwang981,#0,bc I was doing the civ assignment 💀 💀 💀,,
"2025-10-26,12:10:31",mirageiiirz,#0,deserved for being turbo nerd,,
"2025-10-26,13:25:09",shyahaltyo,#0,always set an alarm 🐍 🐍 🐍,,
"2025-10-26,13:25:19",shyahaltyo,#0,sincerely someone yhat sleeps ob the go train,,
"2025-10-26,15:16:37",german_airframe,#0,"in my experience, i always get off at terminal stops so...",shyahaltyo#0,
"2025-10-26,15:33:31",shyahaltyo,#0,union station moment,german_airframe#0,
"2025-10-26,17:42:55",alanwang981,#0,💀,,
"2025-10-26,22:15:10",german_airframe,#0,"Not even, I always get off at finch",shyahaltyo#0,
"2025-10-28,13:16:39",alanwang981,#0,"new civ answers although I’m a bit late to the party:
a) see diagram
b) 270kN, 4.85mm
c) 62.5 MPa top beam, 400MPa bottom beam",,https://cdn.discordapp.com/attachments/1412130655235604512/1432780118236987633/IMG_0241.png?ex=690a34f7&is=6908e377&hm=9495dedd56da496935304b59819d9d83669f505c42008e7512e373e3c54a592a&
"2025-10-28,14:38:07",spicylemon._.,#0,lesgoo,,
"2025-10-29,03:13:19",minecartrider,#0,isn't the 0.5 spot supposed to be 0.239?,alanwang981#0,
"2025-10-29,11:37:00",alanwang981,#0,"maybe, i think I calc errored here",,
"2025-10-29,11:37:23",shyahaltyo,#0,yep i got that too,minecartrider#0,
"2025-10-29,11:38:56",alanwang981,#0,the 21.5 is fine right?,,
"2025-10-29,11:42:45",spicylemon._.,#0,i thimk i got 21.8?,,
"2025-10-29,11:42:54",spicylemon._.,#0,hogging right,,
"2025-10-29,11:43:09",spicylemon._.,#0,my sign convention has it negative,,
"2025-10-29,11:46:48",alanwang981,#0,wait what,spicylemon._.#0,
"2025-10-29,12:19:14",spicylemon._.,#0,top beam is hogging bc its a frowny face,,
"2025-10-29,12:19:22",spicylemon._.,#0,so negative,,
"2025-10-29,12:19:31",spicylemon._.,#0,according to my ta (if u choose it that way),,
"2025-10-29,12:20:03",spicylemon._.,#0,idk if i did it right tho 😭,,
"2025-10-29,17:14:53",german_airframe,#0,guys what did your sfd look like?,,
"2025-10-31,16:51:39",bear_real,#0,Just realized I did the FBD of the bottom beam for part a fml,,
"2025-10-31,17:26:53",bear_real,#0,,german_airframe#0,https://cdn.discordapp.com/attachments/1412130655235604512/1433930252467568642/IMG_0711.jpg?ex=690a6f9d&is=69091e1d&hm=da25dc08c213b5e74707d53aa4c4c714192a6e6a066ac0fcae83f9fe1f2126a4&
"2025-10-31,17:31:17",bear_real,#0,i think the 21.5 would be the change in moment from x=0.5 to x=3.0. so if M(0.5) = 0.239 then M(3.0) = M(0.5) + 21.5 = 0.239 + 21.5 = 21.7 ish,alanwang981#0,
"2025-10-31,17:32:20",bear_real,#0,I meant to write 0.955 instead of 0.995 on my diagram*,,
"2025-10-31,17:32:57",bear_real,#0,I should get a new pair of eyes,,
"2025-10-31,17:33:49",spicylemon._.,#0,real asf i do this too often,bear_real#0,
"2025-10-31,17:34:12",spicylemon._.,#0,"actually, i think i did do that 💀",,
"2025-10-31,17:34:38",spicylemon._.,#0,i punched it wrong into my calculator,,
"2025-10-31,17:35:49",bear_real,#0,real 😔,,
"2025-11-02,15:10:00",minecartrider,#0,i got slighly diff answers but like +-2% so i assume just rounding differences,,
"2025-11-02,15:10:19",minecartrider,#0,"this should be pretty much right, except the 0.239 in the diagram",alanwang981#0,
"2025-11-02,15:11:41",alanwang981,#0,yes,,
"2025-11-02,17:48:47",mirageiiirz,#0,You guys ready for the civ midterm?,,
"2025-11-02,18:30:21",hasky_918,#0,civ's got a midterm this year??,,
"2025-11-02,18:30:38",alanwang981,#0,nah,,
"2025-11-02,18:30:39",alanwang981,#0,it's a joke,,
